Filename,Component,Volume,Centerline Length
colon_0690-supine.mha,1,2005685.0,39653
colon_0495-supine.mha,1,2219048.0,70661
colon_0495-supine.mha,2,191.0,2
colon_0495-supine.mha,3,4453.0,15
colon_0495-supine.mha,4,272.0,8
colon_0346-supine.mha,1,1832989.0,17479
colon_0678-supine.mha,1,5123403.0,14786
colon_0358-supine.mha,1,38701.0,6861
colon_0358-supine.mha,2,2113657.0,29745
colon_0783-prone.mha,1,2076824.0,70294
colon_0105-prone.mha,1,1686359.0,113146
colon_0367-supine.mha,1,2687636.0,163002
colon_0367-supine.mha,2,335.0,32
colon_0220-prone.mha,1,1983697.0,14065
colon_0220-prone.mha,2,409.0,37
colon_0220-prone.mha,3,173.0,22
colon_0408-supine.mha,1,3224749.0,70345
colon_0235-prone.mha,1,1751362.0,5073
colon_0607-supine.mha,1,1353931.0,3605
colon_0570-prone.mha,1,2760078.0,44617
colon_0581-prone.mha,1,3623912.0,146969
colon_0088-supine.mha,1,2076631.0,13899
colon_0488-supine.mha,1,2658521.0,12057
colon_0024-supine.mha,1,411.0,78
colon_0024-supine.mha,2,1277096.0,14439
colon_0024-supine.mha,3,1078.0,42
colon_0326-prone.mha,1,2543369.0,15279
colon_0245-supine.mha,1,1917326.0,3116
colon_0477-prone.mha,1,1203421.0,65531
colon_0747-supine.mha,1,3132496.0,29530
colon_0149-prone.mha,1,441586.0,15350
colon_0149-prone.mha,2,1758424.0,30523
colon_0564-supine.mha,1,2418787.0,52613
colon_0257-prone.mha,1,1942554.0,55593
colon_0257-prone.mha,2,142.0,5
colon_0051-prone.mha,1,1771258.0,232952
colon_0359-supine.mha,1,2636912.0,26524
colon_0693-supine.mha,1,1300611.0,42081
colon_0547-prone.mha,1,1459348.0,21389
colon_0775-prone.mha,1,2413710.0,43760
colon_0202-supine.mha,1,1529108.0,26349
colon_0202-supine.mha,2,117.0,6
colon_0202-supine.mha,3,121.0,0
colon_0549-supine.mha,1,1777371.0,62078
colon_0322-prone.mha,1,1714426.0,11563
colon_0617-supine.mha,1,2962017.0,14084
colon_0617-supine.mha,2,152.0,21
colon_0288-supine.mha,1,2000395.0,6276
colon_0786-prone.mha,1,1328265.0,165001
colon_0087-prone.mha,1,1571164.0,4529
colon_0600-supine.mha,1,2289377.0,4325
colon_0264-prone.mha,1,3331742.0,13925
colon_0147-prone.mha,1,1897758.0,15570
colon_0732-supine.mha,1,2067302.0,50168
colon_0732-supine.mha,2,194.0,2
colon_0539-supine.mha,1,1627153.0,4478
colon_0632-prone.mha,1,1875633.0,47272
colon_0512-prone.mha,1,2140549.0,11529
colon_0239-prone.mha,1,1252472.0,8461
colon_0466-prone.mha,1,1663735.0,28318
colon_0466-prone.mha,2,17120.0,72
colon_0101-prone.mha,1,1662312.0,15002
colon_0111-prone.mha,1,1750616.0,30045
colon_0250-prone.mha,1,2384026.0,123440
colon_0290-supine.mha,1,1984750.0,3138
colon_0706-prone.mha,1,2384210.0,14829
colon_0674-supine.mha,1,1886766.0,19625
colon_0128-prone.mha,1,2733.0,85
colon_0128-prone.mha,2,1861157.0,26514
colon_0340-supine.mha,1,2210594.0,5945
colon_0098-prone.mha,1,1642312.0,69823
colon_0088-prone.mha,1,2175617.0,3429
colon_0788-supine.mha,1,1218776.0,4941
colon_0016-prone.mha,1,651670.0,76379
colon_0016-prone.mha,2,755491.0,20108
colon_0577-supine.mha,1,1456093.0,16455
colon_0213-supine.mha,1,3783480.0,43920
colon_0059-prone.mha,1,1320018.0,14325
